"2002-02-14","2003-06-11",18,"Arab Cup"
"2002-02-14","2003-06-11",17,"COSAFA Cup"
"2002-02-14","2003-06-11",16,"SAFF Cup"
"2002-02-14","2003-06-11",16,"Oceania Nations Cup"
"2002-02-14","2003-06-11",15,"UNCAF Cup"
"2002-02-14","2003-06-11",11,"King's Cup"
"2002-02-14","2003-06-11",10,"Oceania Nations Cup qualification"
"2002-02-14","2003-06-11",10,"WAFF Championship"
"2002-02-14","2003-06-11",9,"EAFF Championship"
"2002-02-14","2003-06-11",6,"Prime Minister's Cup"
"2002-02-14","2003-06-11",4,"SKN Football Festival"
"2002-02-14","2003-06-11",4,"Kirin Cup"
"2002-02-14","2003-06-11",3,"Cyprus International Tournament"
"2002-02-14","2003-06-11",2,"Lunar New Year Cup"
"2002-02-14","2003-06-11",1,"TIFOCO Tournament"
"2003-06-11","2004-06-09",401,"Friendly"
"2003-06-11","2004-06-09",186,"FIFA World Cup qualification"
"2003-06-11","2004-06-09",81,"AFC Asian Cup qualification"
"2003-06-11","2004-06-09",78,"UEFA Euro qualification"
"2003-06-11","2004-06-09",39,"African Cup of Nations qualification"
"2003-06-11","2004-06-09",32,"African Cup of Nations"
"2003-06-11","2004-06-09",30,"Island Games"
"2003-06-11","2004-06-09",24,"South Pacific Games"
"2003-06-11","2004-06-09",21,"Gulf Cup"
"2003-06-11","2004-06-09",20,"Gold Cup"
"2003-06-11","2004-06-09",16,"Confederations Cup"
"2003-06-11","2004-06-09",15,"Oceania Nations Cup"
"2003-06-11","2004-06-09",11,"COSAFA Cup"
"2003-06-11","2004-06-09",10,"CECAFA Cup"
"2003-06-11","2004-06-09",10,"Cyprus International Tournament"
"2003-06-11","2004-06-09",6,"Prime Minister's Cup"
"2003-06-11","2004-06-09",5,"EAFF Championship"
"2003-06-11","2004-06-09",4,"Afro-Asian Games"
"2003-06-11","2004-06-09",3,"Malta International Tournament"
"2003-06-11","2004-06-09",3,"SKN Football Festival"
"2003-06-11","2004-06-09",3,"Baltic Cup"
"2003-06-11","2004-06-09",2,"Lunar New Year Cup"
"2004-06-09","2005-06-19",469,"FIFA World Cup qualification"
"2004-06-09","2005-06-19",262,"Friendly"
"2004-06-09","2005-06-19",38,"CFU Caribbean Cup qualification"
"2004-06-09","2005-06-19",32,"AFC Asian Cup"
"2004-06-09","2005-06-19",31,"UEFA Euro"
"2004-06-09","2005-06-19",27,"AFF Championship"
"2004-06-09","2005-06-19",26,"Copa América"
"2004-06-09","2005-06-19",20,"CECAFA Cup"
"2004-06-09","2005-06-19",16,"Gulf Cup"
"2004-06-09","2005-06-19",16,"COSAFA Cup"
"2004-06-09","2005-06-19",13,"UNCAF Cup"
"2004-06-09","2005-06-19",10,"WAFF Championship"
"2004-06-09","2005-06-19",6,"Confederations Cup"
"2004-06-09","2005-06-19",6,"CFU Caribbean Cup"
"2004-06-09","2005-06-19",6,"EAFF Championship"
"2004-06-09","2005-06-19",6,"Kirin Cup"
"2004-06-09","2005-06-19",4,"Prime Minister's Cup"
"2004-06-09","2005-06-19",4,"King's Cup"
"2004-06-09","2005-06-19",4,"Cyprus International Tournament"
"2004-06-09","2005-06-19",2,"Oceania Nations Cup"
"2004-06-09","2005-06-19",1,"Lunar New Year Cup"
"2004-06-09","2005-06-19",1,"Baltic Cup"
"2005-06-19","2006-09-17",424,"Friendly"
"2005-06-19","2006-09-17",178,"FIFA World Cup qualification"
"2005-06-19","2006-09-17",64,"FIFA World Cup"
"2005-06-19","2006-09-17",44,"AFC Asian Cup qualification"
"2005-06-19","2006-09-17",43,"UEFA Euro qualification"
"2005-06-19","2006-09-17",32,"African Cup of Nations"
"2005-06-19","2006-09-17",26,"AFC Challenge Cup"
"2005-06-19","2006-09-17",25,"Island Games"
"2005-06-19","2006-09-17",25,"Gold Cup"
"2005-06-19","2006-09-17",24,"CECAFA Cup"
"2005-06-19","2006-09-17",20,"African Cup of Nations qualification"
"2005-06-19","2006-09-17",17,"COSAFA Cup"
"2005-06-19","2006-09-17",15,"SAFF Cup"
"2005-06-19","2006-09-17",12,"CFU Caribbean Cup qualification"
"2005-06-19","2006-09-17",10,"Confederations Cup"
"2005-06-19","2006-09-17",10,"FIFI Wild Cup"
"2005-06-19","2006-09-17",8,"Cyprus International Tournament"
"2005-06-19","2006-09-17",6,"EAFF Championship"
"2005-06-19","2006-09-17",4,"Merdeka Tournament"
"2005-06-19","2006-09-17",4,"King's Cup"
"2005-06-19","2006-09-17",3,"Amílcar Cabral Cup"
"2005-06-19","2006-09-17",3,"Kirin Cup"
"2005-06-19","2006-09-17",2,"Lunar New Year Cup"
"2005-06-19","2006-09-17",1,"Malta International Tournament"
"1926-09-28","1937-06-29",35,"FIFA World Cup"
"1926-09-28","1937-06-29",29,"FIFA World Cup qualification"
"1926-09-28","1937-06-29",24,"Baltic Cup"
"1926-09-28","1937-06-29",4,"Copa Newton"
"1926-09-28","1937-06-29",3,"Copa Lipton"
"1926-09-28","1937-06-29",2,"Copa Rio Branco"
"1926-09-28","1937-06-29",2,"Copa Chevallier Boutell"
"1926-09-28","1937-06-29",625,"Friendly"
"1926-09-28","1937-06-29",69,"Central European International Cup"
"1926-09-28","1937-06-29",66,"British Home Championship"
"1926-09-28","1937-06-29",56,"Nordic Championship"
"1926-09-28","1937-06-29",44,"Copa América"
"1926-09-28","1937-06-29",41,"Balkan Cup"
"2006-09-20","2007-10-13",330,"Friendly"
"2006-09-20","2007-10-13",181,"UEFA Euro qualification"
"2006-09-20","2007-10-13",108,"African Cup of Nations qualification"
"2006-09-20","2007-10-13",36,"CFU Caribbean Cup qualification"
"2006-09-20","2007-10-13",32,"AFC Asian Cup"
"2006-09-20","2007-10-13",26,"Copa América"
"2006-09-20","2007-10-13",25,"Gold Cup"
"2006-09-20","2007-10-13",24,"AFF Championship"
"2006-09-20","2007-10-13",24,"South Pacific Games"
"2006-09-20","2007-10-13",23,"CECAFA Cup"
"2006-09-20","2007-10-13",21,"Island Games"
"2006-09-20","2007-10-13",20,"AFC Asian Cup qualification"
"2006-09-20","2007-10-13",16,"ELF Cup"
"2006-09-20","2007-10-13",15,"Gulf Cup"
"2006-09-20","2007-10-13",15,"COSAFA Cup"
"2006-09-20","2007-10-13",14,"CFU Caribbean Cup"
"2006-09-20","2007-10-13",14,"UNCAF Cup"
"2006-09-20","2007-10-13",11,"Nehru Cup"
"2006-09-20","2007-10-13",10,"FIFA World Cup qualification"
"2006-09-20","2007-10-13",10,"EAFF Championship"
"2006-09-20","2007-10-13",9,"WAFF Championship"
"2006-09-20","2007-10-13",9,"Arab Cup qualification"
"2006-09-20","2007-10-13",7,"Merdeka Tournament"
"2006-09-20","2007-10-13",7,"King's Cup"
"2006-09-20","2007-10-13",4,"Viva World Cup"
"2006-09-20","2007-10-13",4,"Cyprus International Tournament"
"2006-09-20","2007-10-13",3,"Kirin Cup"
"2006-09-20","2007-10-13",2,"Copa del Pacífico"
"2007-10-13","2008-09-06",394,"Friendly"
"2007-10-13","2008-09-06",301,"FIFA World Cup qualification"
"2007-10-13","2008-09-06",82,"UEFA Euro qualification"
"2007-10-13","2008-09-06",32,"African Cup of Nations"
"2007-10-13","2008-09-06",31,"UEFA Euro"
"2007-10-13","2008-09-06",23,"CECAFA Cup"
"2007-10-13","2008-09-06",17,"AFC Challenge Cup qualification"
"2007-10-13","2008-09-06",16,"AFC Challenge Cup"
"2007-10-13","2008-09-06",15,"SAFF Cup"
"2007-10-13","2008-09-06",12,"COSAFA Cup qualification"
"2007-10-13","2008-09-06",12,"Viva World Cup"
"2007-10-13","2008-09-06",12,"CFU Caribbean Cup qualification"
"2007-10-13","2008-09-06",9,"Oceania Nations Cup"
"2007-10-13","2008-09-06",8,"COSAFA Cup"
"2007-10-13","2008-09-06",8,"WAFF Championship"
"2007-10-13","2008-09-06",6,"Malta International Tournament"
"2007-10-13","2008-09-06",6,"EAFF Championship"
"2007-10-13","2008-09-06",3,"Amílcar Cabral Cup"
"2007-10-13","2008-09-06",3,"Kirin Cup"
"2007-10-13","2008-09-06",3,"King's Cup"
"2007-10-13","2008-09-06",3,"Baltic Cup"
"2007-10-13","2008-09-06",2,"African Cup of Nations qualification"
"2007-10-13","2008-09-06",2,"AFC Asian Cup qualification"
"2008-09-06","2009-09-09",15,"Gulf Cup"
"2008-09-06","2009-09-09",14,"UNCAF Cup"
"2008-09-06","2009-09-09",12,"African Nations Championship"
"2008-09-06","2009-09-09",11,"Viva World Cup"
"2008-09-06","2009-09-09",11,"Nehru Cup"
"2008-09-06","2009-09-09",9,"EAFF Championship"
"2008-09-06","2009-09-09",5,"Merdeka Tournament"
"2008-09-06","2009-09-09",4,"Cyprus International Tournament"
"2008-09-06","2009-09-09",3,"VFF Cup"
"2008-09-06","2009-09-09",3,"Oceania Nations Cup"
"2008-09-06","2009-09-09",3,"Kirin Cup"
"2008-09-06","2009-09-09",2,"King's Cup"
"2008-09-06","2009-09-09",401,"FIFA World Cup qualification"
"2008-09-06","2009-09-09",305,"Friendly"
"2008-09-06","2009-09-09",34,"Island Games"
"2008-09-06","2009-09-09",26,"AFF Championship"
"2008-09-06","2009-09-09",25,"Gold Cup"
"2008-09-06","2009-09-09",24,"CECAFA Cup"
"2008-09-06","2009-09-09",22,"CFU Caribbean Cup qualification"
"2008-09-06","2009-09-09",21,"AFC Challenge Cup qualification"
"2008-09-06","2009-09-09",18,"AFC Asian Cup qualification"
"2008-09-06","2009-09-09",16,"Confederations Cup"
"2008-09-06","2009-09-09",16,"CFU Caribbean Cup"
"2009-09-09","2010-11-17",13,"AFC Challenge Cup"
"2009-09-09","2010-11-17",12,"WAFF Championship"
"2009-09-09","2010-11-17",11,"Viva World Cup"
"2009-09-09","2010-11-17",10,"SAFF Cup"
"2009-09-09","2010-11-17",6,"AFF Championship"
"2009-09-09","2010-11-17",6,"EAFF Championship"
"2009-09-09","2010-11-17",4,"ABCS Tournament"
"2009-09-09","2010-11-17",3,"VFF Cup"
"2009-09-09","2010-11-17",3,"King's Cup"
"2009-09-09","2010-11-17",3,"Baltic Cup"
"2009-09-09","2010-11-17",1,"Dragon Cup"
"2009-09-09","2010-11-17",469,"Friendly"
"2009-09-09","2010-11-17",102,"FIFA World Cup qualification"
"2009-09-09","2010-11-17",94,"UEFA Euro qualification"
"2009-09-09","2010-11-17",64,"FIFA World Cup"
"2009-09-09","2010-11-17",47,"African Cup of Nations qualification"
"2009-09-09","2010-11-17",36,"AFC Asian Cup qualification"
"2009-09-09","2010-11-17",34,"CFU Caribbean Cup qualification"
"2009-09-09","2010-11-17",29,"African Cup of Nations"
"2009-09-09","2010-11-17",22,"CECAFA Cup"
"2009-09-09","2010-11-17",17,"COSAFA Cup"
"2009-09-09","2010-11-17",14,"African Nations Championship"
"2010-11-17","2011-10-11",18,"AFF Championship"
"2010-11-17","2011-10-11",18,"CECAFA Cup"
"2010-11-17","2011-10-11",16,"CFU Caribbean Cup"
"2010-11-17","2011-10-11",15,"Gulf Cup"
"2010-11-17","2011-10-11",14,"Nile Basin Tournament"
"2010-11-17","2011-10-11",14,"UNCAF Cup"
"2010-11-17","2011-10-11",6,"Nations Cup"
"2010-11-17","2011-10-11",4,"Cyprus International Tournament"
"2010-11-17","2011-10-11",3,"Dragon Cup"
"2010-11-17","2011-10-11",3,"Kirin Cup"
"2010-11-17","2011-10-11",2,"Superclásico de las Américas"
"2010-11-17","2011-10-11",2,"Copa Paz del Chaco"
"2010-11-17","2011-10-11",1,"Copa Confraternidad"
"2010-11-17","2011-10-11",365,"Friendly"
"2010-11-17","2011-10-11",140,"UEFA Euro qualification"
"2010-11-17","2011-10-11",131,"FIFA World Cup qualification"
"2010-11-17","2011-10-11",78,"African Cup of Nations qualification"
"2010-11-17","2011-10-11",32,"AFC Asian Cup"
"2010-11-17","2011-10-11",29,"Island Games"
"2010-11-17","2011-10-11",29,"AFC Challenge Cup qualification"
"2010-11-17","2011-10-11",29,"Pacific Games"
"2010-11-17","2011-10-11",26,"Copa América"
"2010-11-17","2011-10-11",25,"Gold Cup"
"2011-10-11","2012-10-16",15,"SAFF Cup"
"2011-10-11","2012-10-16",14,"UEFA Euro qualification"
"2011-10-11","2012-10-16",11,"Nehru Cup"
"2011-10-11","2012-10-16",11,"Arab Cup"
"2011-10-11","2012-10-16",10,"AFF Championship"
"2011-10-11","2012-10-16",8,"ABCS Tournament"
"2011-10-11","2012-10-16",4,"Baltic Cup"
"2011-10-11","2012-10-16",3,"EAFF Championship"
"2011-10-11","2012-10-16",2,"Copa del Pacífico"
"2011-10-11","2012-10-16",1,"Superclásico de las Américas"
"2011-10-11","2012-10-16",1,"King's Cup"
"2011-10-11","2012-10-16",389,"Friendly"
"2011-10-11","2012-10-16",307,"FIFA World Cup qualification"
"2011-10-11","2012-10-16",47,"African Cup of Nations qualification"
"2011-10-11","2012-10-16",32,"African Cup of Nations"
"2011-10-11","2012-10-16",31,"UEFA Euro"
"2011-10-11","2012-10-16",26,"CECAFA Cup"
"2011-10-11","2012-10-16",22,"CFU Caribbean Cup qualification"
"2011-10-11","2012-10-16",18,"Viva World Cup"
"2011-10-11","2012-10-16",16,"Oceania Nations Cup"
"2011-10-11","2012-10-16",16,"AFC Challenge Cup"
"2011-10-11","2012-10-16",16,"African Nations Championship"
"2012-10-16","2013-10-15",333,"Friendly"
"2012-10-16","2013-10-15",316,"FIFA World Cup qualification"
"2012-10-16","2013-10-15",38,"African Nations Championship"
"2012-10-16","2013-10-15",32,"African Cup of Nations"
"2012-10-16","2013-10-15",26,"CECAFA Cup"
"2012-10-16","2013-10-15",25,"AFC Challenge Cup qualification"
"2012-10-16","2013-10-15",25,"Gold Cup"
"2012-10-16","2013-10-15",21,"AFC Asian Cup qualification"
"2012-10-16","2013-10-15",20,"COSAFA Cup"
"2012-10-16","2013-10-15",19,"WAFF Championship"
"2012-10-16","2013-10-15",18,"AFF Championship"
"2012-10-16","2013-10-15",16,"Gulf Cup"
"2012-10-16","2013-10-15",16,"Confederations Cup"
"2012-10-16","2013-10-15",16,"CFU Caribbean Cup"
"2012-10-16","2013-10-15",15,"CFU Caribbean Cup qualification"
"2012-10-16","2013-10-15",14,"SAFF Cup"
"2012-10-16","2013-10-15",14,"EAFF Championship"
"2012-10-16","2013-10-15",14,"UNCAF Cup"
"2012-10-16","2013-10-15",8,"Island Games"
"2012-10-16","2013-10-15",4,"OSN Cup"
"2012-10-16","2013-10-15",4,"King's Cup"
"2012-10-16","2013-10-15",3,"VFF Cup"
"2012-10-16","2013-10-15",1,"Kirin Challenge Cup"
"2012-10-16","2013-10-15",1,"Superclásico de las Américas"
"2012-10-16","2013-10-15",1,"Windward Islands Tournament"
"2013-10-15","2014-11-19",432,"Friendly"
"2013-10-15","2014-11-19",112,"African Cup of Nations qualification"
"2013-10-15","2014-11-19",103,"UEFA Euro qualification"
"2013-10-15","2014-11-19",64,"FIFA World Cup"
"2013-10-15","2014-11-19",50,"FIFA World Cup qualification"
"2013-10-15","2014-11-19",39,"AFC Asian Cup qualification"
"2013-10-15","2014-11-19",34,"CFU Caribbean Cup qualification"
"2013-10-15","2014-11-19",32,"African Nations Championship"
"2013-10-15","2014-11-19",28,"CONIFA World Football Cup"
"2013-10-15","2014-11-19",26,"CECAFA Cup"
"2013-10-15","2014-11-19",16,"AFC Challenge Cup"
"2013-10-15","2014-11-19",13,"WAFF Championship"
"2013-10-15","2014-11-19",10,"AFF Championship"
"2013-10-15","2014-11-19",10,"CFU Caribbean Cup"
"2013-10-15","2014-11-19",9,"Gulf Cup"
"2013-10-15","2014-11-19",8,"EAFF Championship"
"2013-10-15","2014-11-19",4,"ABCS Tournament"
"2013-10-15","2014-11-19",4,"Baltic Cup"
"2013-10-15","2014-11-19",2,"Windward Islands Tournament"
"2013-10-15","2014-11-19",2,"UNCAF Cup"
"2013-10-15","2014-11-19",1,"Kirin Challenge Cup"
"2013-10-15","2014-11-19",1,"Superclásico de las Américas"
"2014-11-19","2015-11-16",26,"Gold Cup"
"2014-11-19","2015-11-16",26,"Copa América"
"2014-11-19","2015-11-16",23,"COSAFA Cup"
"2014-11-19","2015-11-16",18,"AFF Championship"
"2014-11-19","2015-11-16",11,"CONIFA European Football Cup"
"2014-11-19","2015-11-16",7,"Gulf Cup"
"2014-11-19","2015-11-16",7,"EAFF Championship"
"2014-11-19","2015-11-16",4,"ABCS Tournament"
"2014-11-19","2015-11-16",3,"Windward Islands Tournament"
"2014-11-19","2015-11-16",2,"Kirin Challenge Cup"
"2014-11-19","2015-11-16",2,"Gold Cup qualification"
"2014-11-19","2015-11-16",276,"Friendly"
"2014-11-19","2015-11-16",242,"FIFA World Cup qualification"
"2014-11-19","2015-11-16",161,"UEFA Euro qualification"
"2014-11-19","2015-11-16",54,"African Cup of Nations qualification"
"2014-11-19","2015-11-16",40,"African Nations Championship"
"2014-11-19","2015-11-16",34,"Island Games"
"2014-11-19","2015-11-16",32,"AFC Asian Cup"
"2014-11-19","2015-11-16",32,"African Cup of Nations"
"2015-11-16","2016-11-15",298,"Friendly"
"2015-11-16","2016-11-15",297,"FIFA World Cup qualification"
"2015-11-16","2016-11-15",87,"African Cup of Nations qualification"
"2015-11-16","2016-11-15",51,"UEFA Euro"
"2015-11-16","2016-11-15",36,"CFU Caribbean Cup qualification"
"2015-11-16","2016-11-15",32,"Copa América"
"2015-11-16","2016-11-15",32,"African Nations Championship"
"2015-11-16","2016-11-15",28,"CONIFA World Football Cup"
"2015-11-16","2016-11-15",26,"CECAFA Cup"
"2015-11-16","2016-11-15",23,"COSAFA Cup"
"2015-11-16","2016-11-15",15,"Oceania Nations Cup"
"2015-11-16","2016-11-15",14,"AFC Asian Cup qualification"
"2015-11-16","2016-11-15",13,"AFC Challenge Cup"
"2015-11-16","2016-11-15",12,"SAFF Cup"
"2015-11-16","2016-11-15",9,"EAFF Championship"
"2015-11-16","2016-11-15",6,"AFF Championship"
"2015-11-16","2016-11-15",4,"Kirin Cup"
"2015-11-16","2016-11-15",4,"King's Cup"
"2015-11-16","2016-11-15",4,"World Unity Cup"
"2015-11-16","2016-11-15",3,"UEFA Euro qualification"
"2015-11-16","2016-11-15",3,"Baltic Cup"
"2015-11-16","2016-11-15",2,"Copa América qualification"
"2015-11-16","2016-11-15",1,"Kirin Challenge Cup"
"1937-07-04","1949-06-04",16,"Central European International Cup"
"1937-07-04","1949-06-04",12,"Baltic Cup"
"1937-07-04","1949-06-04",11,"Bolivarian Games"
"1937-07-04","1949-06-04",10,"Copa Roca"
"1937-07-04","1949-06-04",10,"Copa Chevallier Boutell"
"1937-07-04","1949-06-04",7,"Copa Rio Branco"
"1937-07-04","1949-06-04",3,"Copa Newton"
"1937-07-04","1949-06-04",3,"NAFC Championship"
"1937-07-04","1949-06-04",3,"Copa Lipton"
"1937-07-04","1949-06-04",609,"Friendly"
"1937-07-04","1949-06-04",134,"Copa América"
"1937-07-04","1949-06-04",56,"CCCF Championship"
"1937-07-04","1949-06-04",30,"British Home Championship"
"1937-07-04","1949-06-04",30,"Balkan Cup"
"1937-07-04","1949-06-04",28,"Nordic Championship"
"1937-07-04","1949-06-04",20,"FIFA World Cup qualification"
"1937-07-04","1949-06-04",18,"FIFA World Cup"
"2016-11-15","2018-01-14",18,"CONIFA European Football Cup"
"2016-11-15","2018-01-14",18,"AFF Championship"
"2016-11-15","2018-01-14",16,"Confederations Cup"
"2016-11-15","2018-01-14",15,"Gulf Cup"
"2016-11-15","2018-01-14",15,"Pacific Mini Games"
"2016-11-15","2018-01-14",8,"UNCAF Cup"
"2016-11-15","2018-01-14",6,"Windward Islands Tournament"
"2016-11-15","2018-01-14",6,"EAFF Championship"
"2016-11-15","2018-01-14",4,"CFU Caribbean Cup"
"2016-11-15","2018-01-14",3,"Kirin Challenge Cup"
"2016-11-15","2018-01-14",3,"CFU Caribbean Cup qualification"
"2016-11-15","2018-01-14",3,"King's Cup"
"2016-11-15","2018-01-14",1,"Superclásico de las Américas"
"2016-11-15","2018-01-14",312,"FIFA World Cup qualification"
"2016-11-15","2018-01-14",303,"Friendly"
"2016-11-15","2018-01-14",58,"AFC Asian Cup qualification"
"2016-11-15","2018-01-14",49,"African Nations Championship"
"2016-11-15","2018-01-14",34,"Island Games"
"2016-11-15","2018-01-14",32,"African Cup of Nations"
"2016-11-15","2018-01-14",28,"African Cup of Nations qualification"
"2016-11-15","2018-01-14",25,"Gold Cup"
"2016-11-15","2018-01-14",23,"COSAFA Cup"
"2016-11-15","2018-01-14",20,"CECAFA Cup"
"2018-01-14","2019-03-22",23,"COSAFA Cup"
"2018-01-14","2019-03-22",17,"UEFA Euro qualification"
"2018-01-14","2019-03-22",13,"AFC Asian Cup qualification"
"2018-01-14","2019-03-22",12,"SAFF Cup"
"2018-01-14","2019-03-22",12,"EAFF Championship"
"2018-01-14","2019-03-22",7,"Intercontinental Cup"
"2018-01-14","2019-03-22",6,"Kirin Challenge Cup"
"2018-01-14","2019-03-22",3,"Baltic Cup"
"2018-01-14","2019-03-22",2,"AFF Championship qualification"
"2018-01-14","2019-03-22",1,"Superclásico de las Américas"
"2018-01-14","2019-03-22",450,"Friendly"
"2018-01-14","2019-03-22",138,"UEFA Nations League"
"2018-01-14","2019-03-22",64,"FIFA World Cup"
"2018-01-14","2019-03-22",52,"CONCACAF Nations League qualification"
"2018-01-14","2019-03-22",51,"AFC Asian Cup"
"2018-01-14","2019-03-22",47,"African Cup of Nations qualification"
"2018-01-14","2019-03-22",45,"CONIFA World Football Cup"
"2018-01-14","2019-03-22",31,"African Nations Championship"
"2018-01-14","2019-03-22",26,"AFF Championship"
"2019-03-22","2019-11-19",224,"UEFA Euro qualification"
"2019-03-22","2019-11-19",206,"Friendly"
"2019-03-22","2019-11-19",120,"FIFA World Cup qualification"
"2019-03-22","2019-11-19",95,"CONCACAF Nations League"
"2019-03-22","2019-11-19",67,"African Cup of Nations qualification"
"2019-03-22","2019-11-19",64,"African Nations Championship qualification"
"2019-03-22","2019-11-19",52,"African Cup of Nations"
"2019-03-22","2019-11-19",31,"Gold Cup"
"2019-03-22","2019-11-19",26,"Copa América"
"2019-03-22","2019-11-19",22,"Pacific Games"
"2019-03-22","2019-11-19",20,"CONIFA European Football Cup"
"2019-03-22","2019-11-19",20,"COSAFA Cup"
"2019-03-22","2019-11-19",19,"Inter Games Football Tournament"
"2019-03-22","2019-11-19",16,"CONCACAF Nations League qualification"
"2019-03-22","2019-11-19",7,"Intercontinental Cup"
"2019-03-22","2019-11-19",4,"UEFA Nations League"
"2019-03-22","2019-11-19",4,"Kirin Challenge Cup"
"2019-03-22","2019-11-19",2,"Atlantic Heritage Cup"
"2019-03-22","2019-11-19",1,"Superclásico de las Américas"
"2019-11-19","2021-09-04",309,"FIFA World Cup qualification"
"2019-11-19","2021-09-04",274,"Friendly"
"2019-11-19","2021-09-04",162,"UEFA Nations League"
"2019-11-19","2021-09-04",51,"UEFA Euro"
"2019-11-19","2021-09-04",47,"African Cup of Nations qualification"
"2019-11-19","2021-09-04",31,"Gold Cup"
"2019-11-19","2021-09-04",28,"Copa América"
"2019-11-19","2021-09-04",24,"COSAFA Cup"
"2019-11-19","2021-09-04",21,"UEFA Euro qualification"
"2019-11-19","2021-09-04",15,"Gulf Cup"
"2019-11-19","2021-09-04",11,"CONCACAF Nations League"
"2019-11-19","2021-09-04",9,"Gold Cup qualification"
"2019-11-19","2021-09-04",6,"EAFF Championship"
"2019-11-19","2021-09-04",6,"Arab Cup qualification"
"2019-11-19","2021-09-04",3,"Baltic Cup"
"2019-11-19","2021-09-04",2,"Kirin Challenge Cup"
"2019-11-19","2021-09-04",1,"Three Nations Cup"
"2021-09-04","2022-06-13",436,"FIFA World Cup qualification"
"2021-09-04","2022-06-13",218,"Friendly"
"2021-09-04","2022-06-13",94,"UEFA Nations League"
"2021-09-04","2022-06-13",57,"CONCACAF Nations League"
"2021-09-04","2022-06-13",52,"African Cup of Nations qualification"
"2021-09-04","2022-06-13",52,"African Cup of Nations"
"2021-09-04","2022-06-13",32,"Arab Cup"
"2021-09-04","2022-06-13",28,"AFC Asian Cup qualification"
"2021-09-04","2022-06-13",11,"SAFF Cup"
"2021-09-04","2022-06-13",7,"Mahinda Rajapaksa Cup"
"2021-09-04","2022-06-13",4,"Navruz Cup"
"2021-09-04","2022-06-13",4,"CONIFA Africa Football Cup"
"2021-09-04","2022-06-13",2,"Three Nations Cup"
"2021-09-04","2022-06-13",2,"Kirin Cup"
"2021-09-04","2022-06-13",1,"CONMEBOL–UEFA Cup of Champions"
"2022-06-13","2023-09-12",9,"Gold Cup qualification"
"2022-06-13","2023-09-12",8,"King's Cup"
"2022-06-13","2023-09-12",7,"Tri Nation Tournament"
"2022-06-13","2023-09-12",6,"MSG Prime Minister's Cup"
"2022-06-13","2023-09-12",5,"CONIFA World Football Cup qualification"
"2022-06-13","2023-09-12",5,"Mauritius Four Nations Cup"
"2022-06-13","2023-09-12",4,"CONIFA Asia Cup"
"2022-06-13","2023-09-12",4,"Jordan International Tournament"
"2022-06-13","2023-09-12",4,"Baltic Cup"
"2022-06-13","2023-09-12",3,"CONIFA South America Football Cup"
"2022-06-13","2023-09-12",2,"Kirin Challenge Cup"
"2022-06-13","2023-09-12",2,"AFF Championship qualification"
"2022-06-13","2023-09-12",2,"Kirin Cup"
"2022-06-13","2023-09-12",354,"Friendly"
"2022-06-13","2023-09-12",138,"UEFA Euro qualification"
"2022-06-13","2023-09-12",82,"CONCACAF Nations League"
"2022-06-13","2023-09-12",74,"UEFA Nations League"
"2022-06-13","2023-09-12",67,"African Cup of Nations qualification"
"2022-06-13","2023-09-12",64,"FIFA World Cup"
"2022-06-13","2023-09-12",31,"Gold Cup"
"2022-06-13","2023-09-12",15,"Gulf Cup"
"2022-06-13","2023-09-12",15,"SAFF Cup"
"2022-06-13","2023-09-12",12,"AFC Asian Cup qualification"
"2022-06-13","2023-09-12",11,"FIFA World Cup qualification"
"2022-06-13","2023-09-12",10,"CAFA Nations Cup"
"1949-06-12","1956-07-08",6,"Copa Oswaldo Cruz"
"1949-06-12","1956-07-08",6,"AFC Asian Cup qualification"
"1949-06-12","1956-07-08",4,"Copa del Pacífico"
"1949-06-12","1956-07-08",3,"Atlantic Cup"
"1949-06-12","1956-07-08",3,"NAFC Championship"
"1949-06-12","1956-07-08",3,"Baltic Cup"
"1949-06-12","1956-07-08",2,"Copa Rio Branco"
"1949-06-12","1956-07-08",2,"Copa Chevallier Boutell"
"1949-06-12","1956-07-08",2,"Copa Bernardo O'Higgins"
"1949-06-12","1956-07-08",618,"Friendly"
"1949-06-12","1956-07-08",79,"FIFA World Cup qualification"
"1949-06-12","1956-07-08",52,"Copa América"
"1949-06-12","1956-07-08",48,"FIFA World Cup"
"1949-06-12","1956-07-08",45,"CCCF Championship"
"1949-06-12","1956-07-08",43,"Nordic Championship"
"1949-06-12","1956-07-08",30,"British Home Championship"
"1949-06-12","1956-07-08",29,"Pan American Championship"
"1949-06-12","1956-07-08",25,"Central European International Cup"
"1956-07-15","1961-10-01",10,"Pan American Championship"
"1956-07-15","1961-10-01",6,"Atlantic Cup"
"1956-07-15","1961-10-01",6,"Windward Islands Tournament"
"1956-07-15","1961-10-01",6,"Copa Bernardo O'Higgins"
"1956-07-15","1961-10-01",5,"African Cup of Nations"
"1956-07-15","1961-10-01",4,"African Cup of Nations qualification"
"1956-07-15","1961-10-01",4,"UEFA Euro"
"1956-07-15","1961-10-01",4,"Copa Oswaldo Cruz"
"1956-07-15","1961-10-01",4,"Copa Roca"
"1956-07-15","1961-10-01",4,"Copa Paz del Chaco"
"1956-07-15","1961-10-01",1,"Copa Newton"
"1956-07-15","1961-10-01",1,"Copa Lipton"
"1956-07-15","1961-10-01",1,"Copa Chevallier Boutell"
"1956-07-15","1961-10-01",501,"Friendly"
